Timestamp,Latency (ms),Throughput (Mbps),CPU Usage (%),Memory Usage (%)
1734417973,25.6,0.04106938223250846,1.7,65.7
1734417974,4.42,0.11873930409717932,1.0,65.7
1734417975,14.0,0.08200663698331867,1.1,65.7
1734417976,6.69,0.008480053816703395,1.2,65.7
1734417977,6.22,0.009664598594425883,0.9,65.7
1734417978,7.9,0.030564653196422657,1.1,65.7
1734417979,9.96,0.11971598640338359,1.2,65.7
1734417980,14.4,0.0277661491057028,1.3,65.7
1734417981,11.3,0.009533602303569933,1.0,65.7
1734417982,12.1,0.08895146140202051,1.8,65.7
1734417983,10.8,0.19055569139269785,1.4,65.7
1734417984,18.9,0.08449598739995971,1.0,65.7
1734417985,9.82,0.010900512098398497,1.8,65.7
1734417986,3.6,0.10227061822534525,1.7,65.7
1734417987,6.95,0.1450380974835353,1.3,65.7
1734417988,10.1,0.010017553222672154,1.2,65.7
1734417989,97.7,0.1954475302889096,1.6,65.7
1734417990,6.69,0.14322140684174584,4.5,65.8
1734417991,3.45,0.04227451059443363,2.3,65.8
1734417992,3.41,0.009556667319142502,3.7,66.2
1734417993,4.55,0.012475604786646494,1.9,66.1
1734417994,9.74,0.007871003644856385,1.8,66.1
1734417995,9.64,0.054314372829477896,2.3,65.9
1734417996,12.2,0.1282911436754442,2.3,65.8
1734417997,9.14,0.13404420168799663,1.6,65.8
1734417998,9.74,0.08809880465915601,1.7,65.8
1734417999,3.4,0.0661026613082318,0.8,65.8
1734418000,4.2,0.12773527872755713,1.3,65.8
1734418001,10.6,0.07507989129550373,1.2,65.8
1734418002,14.7,0.09575440300520931,1.8,65.8
1734418003,3.18,0.16827392224086365,1.6,65.8
1734418004,141.0,0.13486310927931483,0.8,65.7
1734418005,9.93,0.08069496108439003,1.4,65.7
1734418006,4.41,0.22256316449589966,1.1,65.7
1734418007,8.59,0.12459786653703854,2.0,65.7
1734418008,12.1,0.1359599935169223,2.1,65.7
1734418009,14.1,0.22172887351018838,2.0,65.7
1734418010,6.69,0.1688899040925397,1.3,65.7
1734418011,52.0,0.13390026265000798,1.3,65.7
1734418012,3.42,0.1285001712877216,1.9,65.7
1734418013,32.3,0.16473210390074086,2.2,65.7
1734418014,7.63,0.10186530661809351,2.1,65.7
1734418015,7.98,0.1720547593742425,1.9,65.7
1734418016,4.97,0.13534180319453204,1.4,65.7
1734418017,121.0,0.09031485563276892,1.3,65.7
1734418019,78.1,0.11143209351753454,0.6,65.7
1734418020,4.17,0.08657380306797392,1.5,65.7
1734418021,6.95,0.1271666822854938,2.6,64.7
1734418022,8.0,0.12308215019341069,1.0,64.7
1734418023,5.73,0.0958070956153375,2.7,64.6
1734418024,19.1,0.09003023425990067,2.4,64.7
1734418025,6.3,0.16682278668667402,2.1,64.5
1734418026,7.55,0.22670242488268677,1.7,64.4
1734418027,46.1,0.17354326230463973,0.8,64.4
1734418028,6.65,0.06518323278846018,1.4,64.4
1734418029,6.07,0.11501843292698127,1.8,64.4
1734418030,4.39,0.2206736529953366,2.2,64.4
1734418031,2.85,0.2300770159078442,1.7,64.4
1734418032,16.8,0.16359890076768965,1.4,64.3
